stock_code,current_price,weight,position_size,target_price,stop_loss,confidence,risk_level,holding_period
000426,21.33,0.10256410256410256,0.1,19.805500000000002,21.39099311605508,1.0,low,short
000546,4.95,0.10256410256410256,0.1,5.229,4.9615441502220365,1.0,high,long
000659,2.72,0.10256410256410256,0.1,2.929,2.707911782321951,1.0,high,long
000796,5.92,0.10256410256410256,0.1,5.209,5.739457597880747,1.0,low,short
000838,2.69,0.10256410256410256,0.1,2.8735,2.6920119983118345,1.0,high,long
000030,5.8,0.09743589743589744,0.09500000000000001,6.0969999999999995,5.877709277320529,0.9500000000000001,medium,long
000088,4.51,0.09743589743589744,0.09500000000000001,4.5775,4.516327250666053,0.9500000000000001,medium,long
000096,11.77,0.09743589743589744,0.09500000000000001,12.1425,11.824289543323234,0.9500000000000001,medium,long
000421,6.42,0.09743589743589744,0.09500000000000001,6.6785,6.4736868630837385,0.9500000000000001,medium,long
000429,11.82,0.09743589743589744,0.09500000000000001,12.230500000000001,11.781385080936673,0.9500000000000001,medium,long
